neighbour UniProt;neighbour name - universal;neighbour in CSN;neighbour in SIGNOR;neighbour in ReactomeFI;neighbour DisProt IDP;neighbour DisProt disorder content;neighbour in AlphaFold;neighbour AlphaFold average pLLDT;neighbour AlphaFold disorder %;neighbour in IUPred;neighbour IUPred long score;neighbour IUPred long disorder %;neighbour IUPred short score;neighbour IUPred short disorder %;neighbour preclinical target;neighbour MCG target;target UniProt;target name - universal;target in CSN;target in SIGNOR;target in ReactomeFI;target of small molecule;target of antibody;target DisProt IDP;target DisProt disorder content;target AlphaFold average pLLDT;target AlphaFold disorder %;target IUPred long score;target IUPred long disorder %;target IUPred short score;target IUPred short disorder %;both in CSN;both in SIGNOR;both in ReactomeFI;both in all 3;in triangle - CSN;in  triangle - SIGNOR;in  triangle - ReactomeFI;not in any triangle;no. of triangles - CSN;no. of triangles - SIGNOR;no. of triangles - ReactomeFI;no. of in cycle - CSN;no. of in  cycle - SIGNOR;no. of in  cycle - ReactomeFI;no. of in unbalanced triangle - CSN;no. of in  unbalanced triangle - SIGNOR;no. of in  unbalanced triangle - ReactomeFI;neighbour – target inhibition - CSN;target – neighbour stimulation - CSN;neighbour – target stimulation - CSN;target – neighbour inhibition - CSN;neighbour – target inhibition - SIGNOR;target – neighbour stimulation - SIGNOR;neighbour – target stimulation - SIGNOR;target – neighbour inhibition - SIGNOR;neighbour – target inhibition - ReactomeFI;target – neighbour stimulation - ReactomeFI;neighbour – target stimulation - ReactomeFI;target – neighbour inhibition - ReactomeFI;DisProt neighbour third partner - CSN;target third partner - CSN;DisProt neighbour third partner - SIGNOR;target third partner - SIGNOR;DisProt neighbour third partner - ReactomeFI;target third partner - ReactomeFI;neighbour bridgeness - CSN;neighbour betweenness - CSN;target bridgeness - CSN;target betweenness - CSN;neighbour bridgeness - SIGNOR;neighbour betweenness - SIGNOR;target bridgeness - SIGNOR;target betweenness - SIGNOR;neighbour bridgeness - ReactomeFI;neighbour betweenness - ReactomeFI;target bridgeness - ReactomeFI;target betweenness - ReactomeFI;prognostic;predisposing;diagnostic;predictive;neighbour biomarker for target?
Q13362;PPP2R5C;1;1;1;0;0;1;85.04129912;13.22333256;1;0.208;12;0.202;14.9;0;0;P04049;RAF1;1;1;1;1;0;1;4.17;68.68401773;33.80116959;0.293;20.7;0.28;22.2;1;1;1;1;0;0;1;0;0;0;12;0;0;6;0;0;7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.05284;5222.546739;0.048995;14008.53255;0.107317;551.683392;5.827592;86734.95195;0.441965;15984.40943;0.224211;84013.94301;1;0;1;0;0
P24723;PRKCH;0;1;1;0;0;1;81.8829143;11.63556531;1;0.185;5.4;0.188;7.8;0;0;P04049;RAF1;1;1;1;1;0;1;4.17;68.68401773;33.80116959;0.293;20.7;0.28;22.2;0;1;1;0;0;0;1;0;0;0;9;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0.048995;14008.53255;13.678422;3754.660292;5.827592;86734.95195;0.006331;4633.937502;0.224211;84013.94301;1;0;0;0;0
P84022;SMAD3;1;1;1;1;13.65;1;84.28024843;16.42984014;1;0.305;19.1;0.272;18.6;0;0;P15692;VEGFA;1;1;1;0;1;0;0;78.4114064;11.73036093;0.484;47.8;0.415;47.6;1;1;1;1;0;0;1;0;0;0;10;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;3.3877;7922.830533;0.000006;0;1.865812;213250.4542;42.414389;5206.897276;1.755858;138034.5228;0;0.437648;1;1;1;1;0
P08047;SP1;1;1;1;1;29.17;1;39.8655717;85.23893805;1;0.545;51.6;0.422;35.5;0;0;P15692;VEGFA;1;1;1;0;1;0;0;78.4114064;11.73036093;0.484;47.8;0.415;47.6;1;1;1;1;0;0;1;0;0;0;28;0;0;6;0;0;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0.000794;2167.658804;0.000006;0;12.002191;100827.5542;42.414389;5206.897276;5.359817;1258760.578;0;0.437648;1;1;1;1;0
Q13153;PAK1;1;1;1;1;48.44;1;73.65448284;30.39492243;1;0.477;45.3;0.388;33.4;0;0;P09619;PDGFRB;1;1;1;1;0;0;0;73.51148009;21.66131253;0.276;13.4;0.253;13.3;1;1;1;1;0;0;1;0;0;0;11;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0.051793;9661.148266;0.000029;1328.144006;2.810283;162662.0056;2.846163;6183.362211;0.647834;25788.8378;0.107212;73659.33243;1;1;1;1;0
P30153;PPP2R1A;0;1;1;0;0;1;95.14651588;0.764525994;1;0.139;0;0.122;1.2;0;0;P04049;RAF1;1;1;1;1;0;1;4.17;68.68401773;33.80116959;0.293;20.7;0.28;22.2;0;1;1;0;0;0;1;0;0;0;24;0;0;8;0;0;13;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0.048995;14008.53255;0.145107;400.491567;5.827592;86734.95195;5.018503;82862.83379;0.224211;84013.94301;1;1;0;0;0
P62834;RAP1A;1;1;1;0;0;1;92.45334485;0;1;0.188;0;0.199;6.5;0;0;P07949;RET;0;1;1;1;0;0;0;79.44205719;18.04347826;0.205;3.8;0.187;3.1;0;1;1;0;0;0;1;0;0;0;14;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.000125;311.490874;0;0;0.306053;5648.460519;9.327672;50267.07839;0.010067;77106.70366;0.005026;2301.269797;1;0;0;1;0
Q13976;PRKG1;0;1;1;0;0;1;86.77414675;3.350083752;1;0.217;7.2;0.223;10;1;0;P04049;RAF1;1;1;1;1;0;1;4.17;68.68401773;33.80116959;0.293;20.7;0.28;22.2;0;1;1;0;0;0;1;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.048995;14008.53255;6.640777;30428.24211;5.827592;86734.95195;0.148639;34960.93057;0.224211;84013.94301;1;0;1;0;0
P49023;PXN;1;1;1;1;10.15;1;65.84378484;40.16791869;1;0.448;55.8;0.376;45.7;0;0;P07949;RET;0;1;1;1;0;0;0;79.44205719;18.04347826;0.205;3.8;0.187;3.1;0;1;1;0;0;0;1;0;0;0;9;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.016066;2331.320103;0;0;11.49346;2640.068599;9.327672;50267.07839;0.189456;18429.06872;0.005026;2301.269797;1;0;1;1;0
P09619;PDGFRB;1;1;1;0;0;1;73.51148009;21.66131253;1;0.276;13.4;0.253;13.3;0;1;Q92769;HDAC2;0;1;1;1;0;0;0;85.72863661;14.6642655;0.32;26.2;0.281;24.4;0;1;1;0;0;0;1;0;0;0;10;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0.000029;1328.144006;0;0;2.846163;6183.362211;6.890054;4086.127135;0.107212;73659.33243;0.411088;177848.8753;1;1;1;1;0
Q92769;HDAC2;0;1;1;0;0;1;85.72863661;14.6642655;1;0.32;26.2;0.281;24.4;0;1;Q13547;HDAC1;1;1;1;1;0;1;21.99;86.30522225;12.45478036;0.308;23.2;0.275;21.4;0;1;1;0;0;0;1;0;0;0;47;0;0;10;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0.000001;0;6.890054;4086.127135;1.167222;30330.08279;0.411088;177848.8753;0.539564;140664.3919;1;0;1;1;0
P04049;RAF1;1;1;1;1;4.17;1;68.68401773;33.80116959;1;0.293;20.7;0.28;22.2;0;1;O00329;PIK3CD;0;1;1;1;0;0;0;87.98496187;4.20438304;0.166;2.9;0.165;5.2;0;1;1;0;0;0;1;0;0;0;29;0;0;16;0;0;3;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0.048995;14008.53255;0;0;5.827592;86734.95195;4.027468;416.222215;0.224211;84013.94301;0.063186;44571.73732;1;1;1;1;0
P62993;GRB2;1;1;1;1;6.45;1;88.12695469;2.916432978;1;0.24;0;0.279;7.4;0;0;Q06187;BTK;1;1;1;1;0;0;0;84.98775136;6.557377049;0.246;10.5;0.224;9.9;1;1;1;1;0;0;1;0;0;0;122;0;0;88;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;0.011433;8355.2989;0.000101;241.087343;9.983769;24060.70375;62.859935;13201.72939;0.537463;176274.4473;0.03038;35918.60171;1;1;1;1;0
P05412;c-JUN;1;1;1;0;0;1;62.21126752;38.22471012;1;0.577;63.7;0.458;28.7;0;0;Q06187;BTK;1;1;1;1;0;0;0;84.98775136;6.557377049;0.246;10.5;0.224;9.9;1;1;1;1;0;0;1;0;0;0;15;0;0;1;0;0;6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0.023625;3561.268749;0.000101;241.087343;11.105905;104672.4703;62.859935;13201.72939;5.181425;1326205.087;0.03038;35918.60171;1;0;1;1;0
Q15746;MLCK;1;1;1;0;0;1;64.56806915;34.15195183;1;0.437;34.8;0.365;27.4;0;0;O60674;JAK2;1;1;1;1;0;0;0;87.78213107;5.722367276;0.19;1.1;0.19;2.1;1;1;1;1;0;0;1;0;0;0;5;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0.004604;5649.639007;0.001371;7745.244079;48.848562;24502.52389;0.668514;195725.6435;0.315504;9373.36772;0.942425;284291.8298;1;0;0;0;0
P16333;NCK1;1;1;1;1;13.26;1;71.82703217;21.66280225;1;0.333;13.5;0.306;8;0;0;Q06187;BTK;1;1;1;1;0;0;0;84.98775136;6.557377049;0.246;10.5;0.224;9.9;1;1;1;1;0;0;1;0;0;0;76;0;0;73;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0.001654;737.562955;0.000101;241.087343;0.064959;2339.957329;62.859935;13201.72939;0.043965;14005.56908;0.03038;35918.60171;1;0;0;0;0
P37231;PPARG;0;1;1;1;59.21;1;76.15011108;26.94684796;1;0.197;5.9;0.194;6.9;0;0;Q92769;HDAC2;0;1;1;1;0;0;0;85.72863661;14.6642655;0.32;26.2;0.281;24.4;0;1;1;0;0;0;1;0;0;0;8;0;0;6;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0.638492;44302.28285;6.890054;4086.127135;0.837715;90129.15804;0.411088;177848.8753;1;1;1;1;0
P37231;PPARG;0;1;1;1;59.21;1;76.15011108;26.94684796;1;0.197;5.9;0.194;6.9;0;0;P42345;MTOR;1;1;1;1;0;1;9.14;77.48096314;9.55291566;0.203;5.5;0.177;5.1;0;1;1;0;0;0;1;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0.00014;411.58335;0.638492;44302.28285;8.600826;73839.38001;0.837715;90129.15804;0.097524;99079.27818;1;1;1;1;0
P15498;VAV;1;1;1;1;3.79;1;87.14541547;4.791546034;1;0.23;4.3;0.219;10.2;0;0;O60674;JAK2;1;1;1;1;0;0;0;87.78213107;5.722367276;0.19;1.1;0.19;2.1;1;1;1;1;0;0;1;0;0;0;46;0;0;5;0;0;13;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0.010808;5876.132601;0.001371;7745.244079;3.72534;20414.4818;0.668514;195725.6435;0.072829;33610.74605;0.942425;284291.8298;1;1;1;0;0
P19174;PLCG1;1;1;1;0;0;1;83.34171031;11.14722753;1;0.261;5.7;0.244;8.4;0;0;O60674;JAK2;1;1;1;1;0;0;0;87.78213107;5.722367276;0.19;1.1;0.19;2.1;1;1;1;1;0;0;1;0;0;0;62;0;0;9;0;0;7;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0.155875;21132.21127;0.001371;7745.244079;168.691764;44891.5677;0.668514;195725.6435;0.01662;7530.865299;0.942425;284291.8298;1;0;1;1;0
P98077;SHC2;0;1;1;0;0;1;63.23852131;40.41331803;1;0.481;39;0.386;29.9;0;0;P04626;ERBB2;1;1;1;1;1;1;21.35;74.90918221;23.36197081;0.262;18.2;0.22;17.5;0;1;1;0;0;0;1;0;0;0;13;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0;0.000141;2817.465142;0.000007;0;2.023634;35011.37522;0.002804;521.553801;0.000007;7.45816;0;0;0;0;0
P98077;SHC2;0;1;1;0;0;1;63.23852131;40.41331803;1;0.481;39;0.386;29.9;0;0;O60674;JAK2;1;1;1;1;0;0;0;87.78213107;5.722367276;0.19;1.1;0.19;2.1;0;1;1;0;0;0;1;0;0;0;25;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0;0.001371;7745.244079;0.000007;0;0.668514;195725.6435;0.002804;521.553801;0.942425;284291.8298;0;0;0;0;0
Q92529;SHC3;0;1;1;0;0;1;61.72512785;45.90091091;1;0.497;50.3;0.419;33.3;0;0;O60674;JAK2;1;1;1;1;0;0;0;87.78213107;5.722367276;0.19;1.1;0.19;2.1;0;1;1;0;0;0;1;0;0;0;24;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0;0.001371;7745.244079;6.620942;564.081654;0.668514;195725.6435;0.004087;988.116967;0.942425;284291.8298;1;1;0;0;0
P01135;TGFA;0;1;1;0;0;1;66.88684707;20.96365173;1;0.034;0;0.072;2.5;0;0;P04626;ERBB2;1;1;1;1;1;1;21.35;74.90918221;23.36197081;0.262;18.2;0.22;17.5;0;1;1;0;0;0;1;0;0;0;22;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0.000141;2817.465142;0.066516;467.539653;2.023634;35011.37522;0.018748;10510.3786;0.000007;7.45816;1;0;0;0;0
P52735;VAV2;1;1;1;0;0;1;83.49050413;9.20073044;1;0.22;6.8;0.216;8.2;0;0;O60674;JAK2;1;1;1;1;0;0;0;87.78213107;5.722367276;0.19;1.1;0.19;2.1;1;1;1;1;0;0;1;0;0;0;31;0;0;4;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0.008385;6906.679741;0.001371;7745.244079;0.117148;4397.333241;0.668514;195725.6435;0.03414;19784.11353;0.942425;284291.8298;1;0;1;0;0
P37231;PPARG;0;1;1;1;59.21;1;76.15011108;26.94684796;1;0.197;5.9;0.194;6.9;0;0;O15379;HDAC3;1;1;1;1;0;0;0;91.20210965;6.877539176;0.178;10.3;0.185;11.7;0;1;1;0;0;0;1;0;0;0;11;0;0;6;0;0;7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0.000461;1190;0.638492;44302.28285;4.913811;4164.090012;0.837715;90129.15804;0.055864;51200.13042;1;1;1;1;0
Q06124;PTPN11;1;1;1;0;0;1;86.22193232;10.33040569;1;0.375;14.5;0.331;17.4;0;0;P52333;JAK3;1;1;1;1;0;0;0;86.72970347;6.681058971;0.183;1.8;0.195;3.4;1;1;1;1;0;0;1;0;0;0;31;0;0;9;0;0;13;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0.005116;6610.746582;0.000015;553.689357;4.176077;29991.12954;2.979032;14296.09861;0.066636;145199.351;0.011023;20558.58677;1;1;1;1;1
P52630;STAT2;1;1;1;1;6.23;1;78.61446502;18.76450116;1;0.263;9;0.238;7.3;0;0;P52333;JAK3;1;1;1;1;0;0;0;86.72970347;6.681058971;0.183;1.8;0.195;3.4;1;1;1;1;0;0;1;0;0;0;27;0;0;10;0;0;7;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0.000086;1608.898984;0.000015;553.689357;0.018481;1587.78344;2.979032;14296.09861;1.076275;533197.2942;0.011023;20558.58677;1;0;1;0;0
Q9UQQ2;SH2B3;0;1;1;0;0;1;63.93965004;43.96319569;1;0.464;42.1;0.404;42.1;0;0;P10721;KIT;1;1;1;1;0;1;2.25;78.83606221;15.53398058;0.194;2.7;0.188;4.3;0;1;1;0;0;0;1;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0.00065;12628.53075;0.05185;135.663926;2.371876;40339.09798;0.000051;297.588441;0.014865;15137.85004;1;1;1;1;1
P46531;NOTCH1;1;1;1;1;5.13;1;57.49833119;27.46207115;1;0.206;21;0.173;14.2;0;0;P04626;ERBB2;1;1;1;1;1;1;21.35;74.90918221;23.36197081;0.262;18.2;0.22;17.5;1;1;1;1;0;0;1;0;0;0;13;0;0;2;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0.000329;4295.040969;0.000141;2817.465142;6.872274;177012.4635;2.023634;35011.37522;0.348245;138050.0974;0.000007;7.45816;1;1;1;1;0
P45985;MAP2K4;1;1;1;1;21.55;1;79.03373947;19.64630225;1;0.326;23.3;0.302;23.8;0;0;P15056;BRAF;1;1;1;1;0;1;4.44;68.03876342;35.93328841;0.352;28.6;0.327;26.5;1;1;1;1;0;0;1;0;0;0;6;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0.242056;10093.61777;0.002912;1073.50455;24.984204;10607.21588;0.273997;17983.59937;0.303966;11866.50181;3.155329;37800.27514;1;1;1;0;0
Q16584;MAP3K11;0;1;1;0;0;1;63.69647839;45.087236;1;0.507;48.8;0.431;44.2;0;0;P15056;BRAF;1;1;1;1;0;1;4.44;68.03876342;35.93328841;0.352;28.6;0.327;26.5;0;1;1;0;0;0;1;0;0;0;8;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0.002912;1073.50455;7.898467;1923.244728;0.273997;17983.59937;0.000017;1757.106006;3.155329;37800.27514;1;0;0;0;0
P62140;PPP1CB;0;1;1;0;0;1;91.98636774;7.662835249;1;0.146;6.7;0.172;8.9;0;0;P15056;BRAF;1;1;1;1;0;1;4.44;68.03876342;35.93328841;0.352;28.6;0.327;26.5;0;1;1;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0.002912;1073.50455;2.763221;3164.775866;0.273997;17983.59937;1.380447;53698.99818;3.155329;37800.27514;1;1;1;0;0
P36873;PPP1CC;1;1;1;0;0;1;93.03984588;7.08509819;1;0.135;6.8;0.167;8.4;1;0;P15056;BRAF;1;1;1;1;0;1;4.44;68.03876342;35.93328841;0.352;28.6;0.327;26.5;1;1;1;1;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0.002933;2120.825873;0.002912;1073.50455;14.656751;21306.22613;0.273997;17983.59937;1.677387;43712.9664;3.155329;37800.27514;1;0;0;0;0
Q5T1C6;THEM4;0;1;1;1;10.83;1;84.13956269;16.13073274;1;0.169;2.5;0.193;3.8;0;0;P42345;MTOR;1;1;1;1;0;1;9.14;77.48096314;9.55291566;0.203;5.5;0.177;5.1;0;1;1;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0.00014;411.58335;0.000013;0;8.600826;73839.38001;0.000005;22.819475;0.097524;99079.27818;1;0;0;0;0
Q96RU7;TRIB3;0;1;1;0;0;1;78.02087577;24.12060302;1;0.305;20.1;0.286;22.3;0;0;P42345;MTOR;1;1;1;1;0;1;9.14;77.48096314;9.55291566;0.203;5.5;0.177;5.1;0;1;1;0;0;0;1;0;0;0;4;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0.00014;411.58335;0.000013;0;8.600826;73839.38001;0.004647;2312.006304;0.097524;99079.27818;1;0;1;1;0
Q9H4A3;WNK1;0;1;1;0;0;1;44.3748675;75.64560985;1;0.589;65.5;0.47;47.8;1;0;P04049;RAF1;1;1;1;1;0;1;4.17;68.68401773;33.80116959;0.293;20.7;0.28;22.2;0;1;1;0;0;0;1;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.048995;14008.53255;1.245075;29828.24031;5.827592;86734.95195;0.000008;402.852177;0.224211;84013.94301;1;0;0;0;0
P05771;PRKCB;1;1;1;0;0;1;86.54034447;8.017033883;1;0.248;14.8;0.238;15.6;0;0;P00533;EGFR;1;1;1;1;1;1;3.39;76.5209094;21.24148211;0.211;11.1;0.181;8.9;1;1;1;1;0;0;1;0;0;0;53;0;0;6;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0.000091;31.740329;0.032605;20023.93887;2.165206;60948.14028;5.147888;278911.0165;1.501942;366463.9387;0.213382;391241.0227;1;0;1;0;0
P05129;PRKCG;1;1;1;0;0;1;83.33165335;11.0467222;1;0.245;9.5;0.236;7.9;0;0;P00533;EGFR;1;1;1;1;1;1;3.39;76.5209094;21.24148211;0.211;11.1;0.181;8.9;1;1;1;1;0;0;1;0;0;0;43;0;0;3;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0.000027;202.433408;0.032605;20023.93887;4.690816;23108.75941;5.147888;278911.0165;0.101791;72955.52559;0.213382;391241.0227;1;1;0;0;0
P61586;RHOA;1;1;1;1;2.59;1;93.72214575;4.921259843;1;0.289;11.4;0.289;15.5;0;0;O60674;JAK2;1;1;1;1;0;0;0;87.78213107;5.722367276;0.19;1.1;0.19;2.1;1;1;1;1;0;0;1;0;0;0;45;0;0;10;0;0;8;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1.326716;17468.9477;0.001371;7745.244079;107.815179;221132.6309;0.668514;195725.6435;0.310846;545379.3887;0.942425;284291.8298;1;0;1;1;0
Q9NR28;DIABLO;1;1;1;1;6.28;1;82.39271529;12.28991597;1;0.268;12.6;0.232;12.1;0;0;P10415;BCL2;1;1;1;1;0;1;11.72;75.53412714;20.3125;0.287;24.7;0.269;21.3;1;1;1;1;0;0;1;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0.019013;1086.182351;0.217898;24527.1748;12.132377;4900.989321;8.137781;51550.04317;0.00011;115.22598;0.009968;121479.0753;1;0;1;1;0
P27986;PIK3R1;1;1;1;1;1.93;1;83.78741892;8.111318513;1;0.347;13.4;0.289;15.6;0;0;P11362;FGFR1;0;1;1;1;0;0;0;76.04377134;21.53273348;0.317;15.9;0.281;12.3;0;1;1;0;0;0;1;0;0;0;40;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.000215;762.399806;0;0;109.596942;48738.69735;7.426886;26234.10864;0.226718;152814.2476;0.029301;27132.2124;1;1;1;1;0
Q9BZK7;TBL1XR1;0;1;1;0;0;1;89.30014058;5.652173913;1;0.307;11.9;0.256;7.8;0;0;O15379;HDAC3;1;1;1;1;0;0;0;91.20210965;6.877539176;0.178;10.3;0.185;11.7;0;1;1;0;0;0;1;0;0;0;23;0;0;12;0;0;22;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0.000461;1190;3.989941;1179.613845;4.913811;4164.090012;0.023292;8576.864594;0.055864;51200.13042;1;0;1;0;0
O00459;p85beta;1;1;1;0;0;1;82.96145439;8.844483058;1;0.456;32.3;0.381;24.2;0;0;P36888;FLT3;0;1;1;1;0;1;3.22;75.52465027;16.08065532;0.155;1.6;0.169;7.2;0;1;1;0;0;0;1;0;0;0;13;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.000007;22.060294;0;0;1.46604;500.904698;8.567216;16370.93424;0.056928;44869.86378;0.015694;6640.645314;1;0;0;0;0
O00459;p85beta;1;1;1;0;0;1;82.96145439;8.844483058;1;0.456;32.3;0.381;24.2;0;0;P10721;KIT;1;1;1;1;0;1;2.25;78.83606221;15.53398058;0.194;2.7;0.188;4.3;1;1;1;1;0;0;1;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0.000007;22.060294;0.00065;12628.53075;1.46604;500.904698;2.371876;40339.09798;0.056928;44869.86378;0.014865;15137.85004;1;0;0;0;0
O00459;p85beta;1;1;1;0;0;1;82.96145439;8.844483058;1;0.456;32.3;0.381;24.2;0;0;P08581;MET;1;1;1;1;1;1;1.44;79.58763195;13.14850398;0.169;0.2;0.153;2.9;1;1;1;1;0;0;1;0;0;0;32;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0.000007;22.060294;0.000056;89.771816;1.46604;500.904698;5.151793;21444.15799;0.056928;44869.86378;0.411088;27729.09211;1;0;0;0;0
O00459;p85beta;1;1;1;0;0;1;82.96145439;8.844483058;1;0.456;32.3;0.381;24.2;0;0;P16234;PDGFRA;1;1;1;1;1;0;0;73.4248023;20.43372376;0.238;9.4;0.219;8.3;1;1;1;1;0;0;1;0;0;0;25;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0.000007;22.060294;0.000113;449.284023;1.46604;500.904698;3.507607;5646.817157;0.056928;44869.86378;0.023628;31057.69387;1;0;0;0;0
O14492;APS;1;1;1;0;0;1;64.23783134;45.76342282;1;0.46;37.8;0.367;30.2;0;0;P10721;KIT;1;1;1;1;0;1;2.25;78.83606221;15.53398058;0.194;2.7;0.188;4.3;1;1;1;1;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.000173;164.13693;0.00065;12628.53075;6.443816;1591.338788;2.371876;40339.09798;0.000023;31.606341;0.014865;15137.85004;0;0;0;0;0
Q96B97;SH3KBP1;1;1;1;1;15.19;1;62.907432;50.58365759;1;0.63;64.7;0.511;53.7;0;0;P00533;EGFR;1;1;1;1;1;1;3.39;76.5209094;21.24148211;0.211;11.1;0.181;8.9;1;1;1;1;0;0;1;0;0;0;8;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.000106;1246.047035;0.032605;20023.93887;0.000021;0;5.147888;278911.0165;0.017513;12730.02204;0.213382;391241.0227;1;0;1;0;0
Q96B97;SH3KBP1;1;1;1;1;15.19;1;62.907432;50.58365759;1;0.63;64.7;0.511;53.7;0;0;P08581;MET;1;1;1;1;1;1;1.44;79.58763195;13.14850398;0.169;0.2;0.153;2.9;1;1;1;1;0;0;1;0;0;0;9;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.000106;1246.047035;0.000056;89.771816;0.000021;0;5.151793;21444.15799;0.017513;12730.02204;0.411088;27729.09211;1;0;1;0;0
Q02750;MEK1;1;1;1;0;0;1;83.71248342;11.74540682;1;0.321;14.2;0.287;17.3;0;0;P04626;ERBB2;1;1;1;1;1;1;21.35;74.90918221;23.36197081;0.262;18.2;0.22;17.5;1;1;1;1;0;0;1;0;0;0;24;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0.405839;36439.22045;0.000141;2817.465142;0.773161;38830.88503;2.023634;35011.37522;0.07588;42613.05643;0.000007;7.45816;1;0;1;1;1
